AccountID,Active_Campaign,Attrition_Risk_Score,Balance_Change,CSAT_Score,Customer_Name,Last_Contact,LeadDate,LeadRank,LeadSource,NPS_Score,Previous_Balance,Product,Relationship_Balance,Segment,Wallet_Share_Percent
001Hu00002vQCICIA4,No,92.0,Increase,93,Michael Robertson,97,6/15/23,5,Walk-In,,8270.031012,Savings,8430,Mass Market,10.039024
001Hu00002vQCICIA4,No,96.0,Decrease,61,Gail Allen,58,6/15/23,5,Walk-In,,7381.963162,Savings,7274,Premier,23.294844
001Hu00002vQCICIA4,No,50.0,Decrease,97,Valerie Mccall,88,6/15/23,5,Print Ad,9.0,42264.51293,Savings,37448,Premier,82.484476
001Hu00002vQCICIA4,Yes,39.0,Increase,78,Jose Baker,124,6/15/23,5,Walk-In,7.0,14669.57521,Savings,17014,Plus,23.183544
001Hu00002vQCICIA4,No,18.0,Increase,93,Mrs. Katherine Jackson,18,6/15/23,5,Phone Call,,5501.768945,Savings,6398,Premier,12.265159
001Hu00002vQCICIA4,No,5.0,Increase,62,Tracy Schmidt,124,6/15/23,5,Walk-In,4.0,33898.30501,Savings,35235,Mass Market,38.393268
001Hu00002vQCICIA4,Yes,79.0,Decrease,80,Jason Booth,104,6/15/23,5,Phone Call,5.0,55329.25121,Savings,48889,Premier,10.166636
001Hu00002vQCICIA4,No,53.0,Decrease,80,Jerry Ware,173,6/15/23,5,Walk-In,3.0,11560.53584,Savings,11253,Mass Market,90.283157
001Hu00002vQCICIA4,Yes,52.0,Decrease,79,Kyle Hicks,154,6/15/23,5,Web,9.0,27683.30329,Savings,26431,Mass Market,81.851291
001Hu00002vQCICIA4,Yes,36.0,Decrease,97,Gregory Davis,149,6/15/23,5,Phone Call,9.0,36000.0,Savings,30757,Mass Market,16.058979
001Hu00002vQCICIA4,No,86.0,Increase,67,Dalton Miller,137,6/15/23,5,Web,5.0,24714.44511,Savings,26378,Plus,80.642599
001Hu00002vQCICIA4,No,62.0,Increase,67,Elizabeth Wells,20,6/15/23,5,Email,7.0,35861.63058,Savings,37061,Mass Market,48.24986
001Hu00002vQCICIA4,Yes,93.0,Decrease,82,Connor Brown,94,6/15/23,5,Walk-In,,28703.1649,Savings,28086,Mass Market,34.277904
001Hu00002vQCICIA4,No,36.0,Increase,66,Richard Parker,105,6/15/23,5,Email,10.0,12816.32405,Savings,13225,Mass Market,27.136467
001Hu00002vQCICIA4,Yes,22.0,Increase,88,Matthew Patterson,21,6/15/23,5,Web,7.0,48000.0,Savings,47349,Mass Market,79.877945
001Hu00002vQCICIA4,No,67.0,Decrease,99,Wanda Craig,51,6/15/23,5,Email,2.0,10500.25037,Savings,9237,Mass Market,53.960406
001Hu00002vQCICIA4,Yes,86.0,Decrease,62,Luis Perkins,146,6/15/23,5,Email,10.0,16227.85134,Savings,16150,Mass Market,25.909368
001Hu00002vQCICIA4,No,85.0,Decrease,97,Jose Reed,20,6/15/23,5,Print Ad,4.0,13000.0,Savings,8600,Mass Market,14.041241
001Hu00002vQCICIA4,No,4.0,Decrease,60,Matthew Ramirez,28,6/15/23,5,Phone Call,6.0,32631.38044,Savings,31420,Plus,34.044814
001Hu00002vQCICIA4,Yes,98.0,Decrease,60,Emily Beasley,44,6/15/23,5,Web,,45009.40579,Savings,40870,Mass Market,88.720935
001Hu00002vQCICIA4,Yes,33.0,Increase,61,David Campbell,108,6/15/23,5,Print Ad,8.0,10655.07941,Savings,12132,Mass Market,94.991587
001Hu00002vQCICIA4,No,45.0,Increase,60,Jackson White,47,6/15/23,5,Email,8.0,14370.03275,Savings,14669,Mass Market,75.372766
001Hu00002vQCICIA4,Yes,88.0,Increase,90,Robert Greene,72,6/15/23,5,Walk-In,9.0,33540.97728,Savings,37613,Premier,50.513881
001Hu00002vQCICIA4,No,80.0,Increase,77,Caitlyn Spears,135,6/15/23,5,Phone Call,5.0,32200.01477,Savings,35111,Mass Market,64.109098
001Hu00002vQCICIA4,No,61.0,Increase,66,Rebecca Wilson,92,6/15/23,5,Email,5.0,23000.0,Savings,16258,Plus,83.268868
001Hu00002vQCICIA4,Yes,95.0,Decrease,73,Stephanie Carr,139,6/15/23,5,Walk-In,3.0,40549.51493,Savings,36687,Mass Market,80.270238
001Hu00002vQCICIA4,No,23.0,Increase,83,Jennifer Compton,116,6/15/23,5,Email,8.0,17515.94136,Savings,19281,Plus,35.173293
001Hu00002vQCICIA4,Yes,95.0,Increase,73,Kari Chavez,163,6/15/23,5,Web,2.0,21117.87982,Savings,22872,Premier,15.490424
001Hu00002vQCICIA4,No,45.0,Decrease,95,David Gray,122,6/15/23,5,Email,9.0,45954.11013,Savings,43830,Premier,42.653401
001Hu00002vQCICIA4,No,11.0,Increase,72,Victoria Rivera,67,6/15/23,5,Walk-In,2.0,27811.34276,Savings,28894,Plus,27.715197
001Hu00002vQCICIA4,No,48.0,Decrease,94,Angel Moore,37,6/15/23,5,Email,1.0,22200.19107,Savings,21377,Mass Market,6.317004
001Hu00002vQCICIA4,No,83.0,Increase,77,Haley Kennedy,114,6/15/23,5,Web,7.0,29000.0,Savings,26953,Mass Market,4.265746
001Hu00002vQCICIA4,No,67.0,Decrease,64,Tina Richardson,169,6/15/23,5,Email,3.0,13050.11151,Savings,11469,Plus,37.731385
001Hu00002vQCICIA4,Yes,21.0,Decrease,65,Craig Alexander II,48,6/15/23,5,Print Ad,9.0,48725.07453,Savings,44323,Premier,59.678999
001Hu00002vQCICIA4,Yes,39.0,Decrease,82,John Watson,85,6/15/23,5,Print Ad,1.0,41822.26804,Savings,37540,Mass Market,12.399283
001Hu00002vQCICIA4,No,11.0,Increase,62,Laura Wilson,116,6/15/23,5,Web,10.0,12000.0,Savings,7261,Premier,74.143353
001Hu00002vQCICIA4,Yes,16.0,Decrease,72,Julia Stephens,36,6/15/23,5,Email,5.0,6665.574816,Savings,6057,Mass Market,37.226523
001Hu00002vQCICIA4,Yes,88.0,Decrease,97,Anthony Underwood,162,6/15/23,5,Phone Call,,8997.008891,Savings,8356,Mass Market,99.882154
001Hu00002vQCICIA4,No,20.0,Decrease,89,Margaret Porter,151,6/15/23,5,Web,8.0,39620.96736,Savings,35351,Premier,33.74833
001Hu00002vQCICIA4,Yes,38.0,Decrease,88,Sean Ramirez,153,6/15/23,5,Email,6.0,10849.13469,Savings,9999,Premier,33.64131
001Hu00002vQCICIA4,Yes,70.0,Decrease,95,Kathryn Young,90,6/15/23,5,Walk-In,4.0,41882.93331,Savings,39585,Premier,26.501827
001Hu00002vQCICIA4,No,54.0,Decrease,98,Kristen Snyder,151,6/15/23,5,Walk-In,4.0,29348.04049,Savings,28618,Mass Market,28.430504
001Hu00002vQCICIA4,No,27.0,Decrease,97,Jessica Moore,151,6/15/23,5,Phone Call,3.0,42489.44846,Savings,40658,Plus,89.423156
001Hu00002vQCICIA4,No,79.0,Increase,74,Scott Foster,78,6/15/23,5,Email,6.0,12620.95439,Savings,13521,Mass Market,49.134906
001Hu00002vQCICIA4,Yes,93.0,Decrease,83,Tiffany Henry,49,6/15/23,5,Walk-In,9.0,36000.0,Savings,27432,Premier,11.898936
001Hu00002vQCICIA4,No,50.0,Increase,97,Tony Solis,143,6/15/23,5,Phone Call,1.0,18093.38048,Savings,18523,Mass Market,65.635492
001Hu00002vQCICIA4,No,22.0,Decrease,74,David Santos,129,6/15/23,5,Phone Call,9.0,42810.79924,Savings,39825,Plus,39.064965
001Hu00002vQCICIA4,Yes,52.0,Decrease,82,Ricky Ibarra,49,6/15/23,5,Web,,23698.98238,Savings,21359,Plus,67.35488
001Hu00002vQCICIA4,Yes,,Increase,99,Kimberly Robinson,117,6/15/23,5,Print Ad,1.0,31000.0,Savings,27051,Premier,99.018442
001Hu00002vQCICIA4,Yes,72.0,Increase,91,Eric Sandoval,62,6/15/23,5,Web,8.0,35718.78671,Savings,39430,Mass Market,78.23448
001Hu00002vQCICIA4,Yes,99.0,Decrease,78,Brittany Jones,4,6/15/23,5,Phone Call,2.0,5481.534165,Savings,5112,Premier,17.674401
001Hu00002vQCICIA4,Yes,52.0,Increase,86,Kristen Wilson,133,6/15/23,5,Phone Call,5.0,13799.18938,Savings,14730,Premier,41.483022
001Hu00002vQCICIA4,No,,Decrease,64,Jennifer Roth,96,6/15/23,5,Print Ad,5.0,10221.7668,Savings,9212,Premier,45.219801
001Hu00002vQCICIA4,No,95.0,Increase,61,Madison Kemp,127,6/15/23,5,Phone Call,6.0,11211.71926,Savings,11891,Mass Market,55.881609
001Hu00002vQCICIA4,Yes,42.0,Decrease,85,Katherine Parrish,79,6/15/23,5,Web,8.0,35786.69783,Savings,31169,Premier,6.930681
001Hu00002vQCICIA4,No,59.0,Decrease,95,John Wilson,41,6/15/23,5,Email,6.0,14671.23283,Savings,14086,Mass Market,79.174044
001Hu00002vQCICIA4,Yes,39.0,Decrease,77,Victoria Leblanc,160,6/15/23,5,Email,8.0,45397.42662,Savings,45330,Premier,8.608945
001Hu00002vQCICIA4,No,67.0,Increase,60,Dean Clark,28,6/15/23,5,Print Ad,9.0,10177.27003,Savings,10384,Premier,31.55993
001Hu00002vQCICIA4,No,17.0,Increase,79,Mary Curry,21,6/15/23,5,Email,8.0,10643.25341,Savings,11283,Plus,9.302929
001Hu00002vQCICIA4,No,26.0,Increase,87,Sherry Johnson,158,6/15/23,5,Walk-In,5.0,46174.50023,Savings,46564,Mass Market,48.39121
001Hu00002vQCICIA4,Yes,46.0,Decrease,79,Robert Lopez,41,6/15/23,5,Walk-In,8.0,25506.58414,Savings,25169,Plus,42.140824
001Hu00002vQCICIA4,No,50.0,Increase,75,Robin Mendoza,109,6/15/23,5,Web,5.0,17795.16284,Savings,19403,Mass Market,29.088264
001Hu00002vQCICIA4,Yes,62.0,Increase,89,Melissa Edwards,6,6/15/23,5,Web,1.0,33017.89036,Savings,36020,Premier,73.301589
001Hu00002vQCICIA4,Yes,18.0,Increase,66,Danny Smith,116,6/15/23,5,Phone Call,4.0,18949.0716,Savings,20141,Mass Market,3.105973
001Hu00002vQCICIA4,No,38.0,Increase,80,Alex Preston,102,6/15/23,5,Email,5.0,13596.78696,Savings,14301,Mass Market,89.422053
001Hu00002vQCICIA4,Yes,24.0,Increase,68,Cynthia Hernandez,36,6/15/23,5,Phone Call,6.0,14324.42577,Savings,15480,Premier,68.033126
001Hu00002vQCICIA4,Yes,44.0,Increase,83,Nancy Boyd,78,6/15/23,5,Web,2.0,29301.9781,Savings,31002,Plus,6.873172
001Hu00002vQCICIA4,Yes,35.0,Decrease,84,Theresa Cochran,26,6/15/23,5,Web,1.0,30170.55082,Savings,27130,Premier,83.17746
001Hu00002vQCICIA4,Yes,12.0,Increase,68,Alicia Clark,17,6/15/23,2,Phone Call,3.0,29117.97476,Residential,32069,Mass Market,96.725002
001Hu00002vQCICIA4,Yes,21.0,Increase,78,Regina Ross,159,6/15/23,5,Web,9.0,37965.97661,Residential,41490,Mass Market,54.313661
001Hu00002vQCICIA4,Yes,62.0,Decrease,74,Mr. Devin Wall,175,6/15/23,5,Phone Call,3.0,48483.72463,Residential,42305,Premier,59.428157
001Hu00002vQCICIA4,No,96.0,Decrease,63,Daniel Costa,166,6/15/23,5,Web,,51925.94636,Residential,45397,Mass Market,34.443899
001Hu00002vQCICIA4,Yes,60.0,Increase,75,Madison Williams,66,6/15/23,5,Print Ad,10.0,42501.0455,Residential,49610,Mass Market,66.158106
001Hu00002vQCICIA4,Yes,63.0,Decrease,86,Allison Johnson,20,6/15/23,5,Print Ad,10.0,15937.20494,Residential,13932,Mass Market,72.479896
001Hu00002vQCICIA4,Yes,44.0,Increase,76,Christina Adams,105,6/15/23,5,Email,1.0,43269.20224,Residential,45954,Mass Market,36.980022
001Hu00002vQCICIA4,No,91.0,Decrease,99,Allen Morris,169,6/15/23,5,Print Ad,8.0,26315.59677,Residential,24416,Mass Market,88.732401
001Hu00002vQCICIA4,No,10.0,Decrease,78,Brendan Sanchez,31,6/15/23,5,Web,3.0,28325.38662,Residential,25339,Mass Market,42.024655
001Hu00002vQCICIA4,No,62.0,Decrease,94,Christina Hunter,44,6/15/23,5,Email,10.0,53174.27185,Residential,46565,Mass Market,47.649493
001Hu00002vQCICIA4,No,61.0,Increase,89,Michael Scott,155,6/15/23,5,Web,2.0,4480.009346,Residential,5270,Mass Market,17.00197
001Hu00002vQCICIA4,Yes,13.0,Increase,75,Robert Fisher,23,6/15/23,5,Phone Call,4.0,42013.99518,Residential,47774,Mass Market,38.299678
001Hu00002vQCICIA4,Yes,34.0,Decrease,67,Sean Benton,78,6/15/23,5,Email,10.0,37192.41472,Residential,33167,Premier,92.523486
001Hu00002vQCICIA4,Yes,45.0,Increase,82,Dawn Blankenship,46,6/15/23,5,Web,,21133.73414,Residential,23542,Plus,94.975997
001Hu00002vQCICIA4,Yes,5.0,Increase,100,Kayla Berger,140,6/15/23,5,Web,1.0,10625.40436,Residential,12173,Plus,51.070166
001Hu00002vQCICIA4,No,25.0,Increase,68,Frederick Roberts,78,6/15/23,5,Print Ad,1.0,6587.630805,Residential,6812,Premier,14.76967
001Hu00002vQCICIA4,Yes,95.0,Increase,73,Miguel Adkins,65,6/15/23,5,Print Ad,1.0,26861.39074,Residential,29359,Mass Market,29.645298
001Hu00002vQCICIA4,Yes,66.0,Decrease,87,Rachel Walsh,70,6/15/23,5,Walk-In,5.0,55026.10285,Residential,48793,Premier,43.238538
001Hu00002vQCICIA4,No,40.0,Decrease,98,Andrea Rodriguez,157,6/15/23,5,Phone Call,7.0,19197.96007,Residential,17047,Premier,41.156521
001Hu00002vQCICIA4,No,90.0,Decrease,87,Christina Ryan,20,6/15/23,5,Phone Call,6.0,11252.54625,Residential,9853,Mass Market,84.618246
001Hu00002vQCICIA4,No,65.0,Decrease,97,Cheyenne Harvey,19,6/15/23,5,Phone Call,10.0,42866.85596,Residential,40630,Plus,65.524211
001Hu00002vQCICIA4,Yes,68.0,Decrease,89,David Roberts,125,6/15/23,5,Web,3.0,52499.18308,Residential,48291,Plus,69.182371
001Hu00002vQCICIA4,No,69.0,Increase,89,Jason Ramirez,170,6/15/23,5,Phone Call,6.0,19643.1596,Residential,20951,Premier,21.969858
001Hu00002vQCICIA4,No,19.0,Increase,88,Erica Reyes,131,6/15/23,5,Phone Call,4.0,27280.40379,Residential,29771,Mass Market,66.731812
001Hu00002vQCICIA4,Yes,16.0,Decrease,68,James Taylor,80,6/15/23,5,Walk-In,5.0,31795.5988,Residential,31340,Plus,93.207755
001Hu00002vQCICIA4,Yes,7.0,Increase,74,Mark Campbell,154,6/15/23,5,Web,5.0,7084.572515,Residential,8318,Mass Market,29.826673
001Hu00002vQCICIA4,No,10.0,Decrease,81,Gary Stevens,125,6/15/23,5,Walk-In,3.0,23151.41533,Residential,22987,Premier,67.295023
001Hu00002vQCICIA4,No,88.0,Decrease,84,Kayla Smith,88,6/15/23,5,Walk-In,8.0,34273.62235,Residential,31663,Premier,15.116577
001Hu00002vQCICIA4,No,79.0,Increase,92,Ray Zimmerman,97,6/15/23,5,Web,7.0,15667.33822,Residential,16600,Mass Market,6.560598
001Hu00002vQCICIA4,Yes,38.0,Decrease,66,John Chapman,160,6/15/23,5,Walk-In,5.0,12532.37597,Residential,11659,Mass Market,69.71416
001Hu00002vQCICIA4,Yes,24.0,Increase,100,Tina Casey,100,6/15/23,5,Walk-In,10.0,29134.95428,Residential,33034,Mass Market,79.826202
001Hu00002vQCICIA4,Yes,56.0,Decrease,76,Joshua Stewart,167,6/15/23,5,Phone Call,2.0,7130.442877,Residential,6955,Premier,24.108291
001Hu00002vQCICIA4,Yes,79.0,Increase,63,Angela Carter,61,6/15/23,5,Email,7.0,21475.63434,Residential,24258,Premier,5.069686
001Hu00002vQCICIA4,No,70.0,Decrease,83,Beverly Moore,146,6/15/23,5,Print Ad,7.0,19963.67459,Residential,19282,Premier,69.990331
001Hu00002vQCICIA4,No,65.0,Increase,97,Kaylee Washington,39,6/15/23,5,Print Ad,,24080.62143,Residential,27222,Mass Market,98.343563
001Hu00002vQCICIA4,Yes,61.0,Decrease,84,Bailey Hodges,133,6/15/23,5,Email,4.0,4795.173745,Residential,4210,Mass Market,75.249651
001Hu00002vQCICIA4,Yes,3.0,Decrease,76,Megan Scott,115,6/15/23,5,Walk-In,4.0,20708.10091,Residential,18550,Mass Market,22.852128
001Hu00002vQCICIA4,No,23.0,Decrease,64,Tyler Patel,2,6/15/23,5,Print Ad,5.0,40211.95509,Residential,37179,Mass Market,30.190494
001Hu00002vQCICIA4,No,62.0,Decrease,90,Diana Crane,78,6/15/23,5,Print Ad,8.0,7637.458935,Residential,6717,Plus,93.856996
001Hu00002vQCICIA4,Yes,91.0,Increase,72,Corey Phillips,177,6/15/23,5,Web,6.0,28864.77555,Residential,33015,Plus,79.770187
001Hu00002vQCICIA4,No,88.0,Decrease,98,Andrew Khan,66,6/15/23,5,Web,4.0,49762.49187,Residential,48116,Premier,32.516134
001Hu00002vQCICIA4,Yes,47.0,Decrease,66,Candace Howard,30,6/15/23,5,Web,9.0,48723.18622,Residential,45631,Premier,55.965763
001Hu00002vQCICIA4,Yes,5.0,Decrease,100,Hayley Hoffman,7,6/15/23,5,Web,8.0,49894.37806,Residential,44473,Premier,23.894917
001Hu00002vQCICIA4,Yes,19.0,Increase,81,Diana Robinson,163,6/15/23,5,Phone Call,7.0,20195.83573,Residential,22779,Plus,71.741928
001Hu00002vQCICIA4,Yes,45.0,Increase,92,Mark Pearson,85,6/15/23,5,Print Ad,9.0,21597.97442,Residential,22308,Mass Market,52.444697
001Hu00002vQCICIA4,Yes,64.0,Decrease,66,Cameron Hayes,176,6/15/23,5,Phone Call,,49147.65475,Residential,46866,Plus,5.95045
001Hu00002vQCICIA4,No,14.0,Increase,77,Tammy Tran,149,6/15/23,5,Print Ad,10.0,44705.88695,Residential,46551,Mass Market,17.664594
001Hu00002vQCICIA4,Yes,72.0,Decrease,67,Carlos Nicholson,47,6/15/23,5,Print Ad,10.0,32619.38022,Residential,29956,Premier,24.772488
001Hu00002vQCICIA4,No,46.0,Increase,74,Connie Smith,72,6/15/23,5,Email,4.0,14715.08443,Residential,15976,Premier,92.415996
001Hu00002vQCICIA4,No,,Increase,90,Matthew Townsend,149,6/15/23,5,Email,3.0,21297.16875,Residential,22893,Mass Market,61.357355
001Hu00002vQCICIA4,Yes,70.0,Increase,93,John Lee,116,6/15/23,5,Print Ad,10.0,37072.28314,Residential,40864,Premier,38.600753
001Hu00002vQCICIA4,Yes,21.0,Increase,85,Tiffany Parrish,7,6/15/23,5,Print Ad,5.0,30282.06615,Residential,34449,Mass Market,68.165236
001Hu00002vQCICIA4,No,30.0,Decrease,100,Travis Dominguez,46,6/15/23,5,Web,4.0,38183.49558,Residential,33371,Mass Market,33.198345
001Hu00002vQCICIA4,Yes,31.0,Increase,88,Michael Turner,125,6/15/23,5,Email,3.0,13248.85764,Residential,14480,Premier,63.390271
001Hu00002vQCICIA4,No,68.0,Decrease,86,Amy Wilson,88,6/15/23,5,Print Ad,6.0,28563.61134,Residential,26160,Plus,59.016754
001Hu00002vQCICIA4,No,57.0,Increase,82,Shannon Patterson,67,6/15/23,5,Web,3.0,10788.50849,Residential,12083,Mass Market,20.782619
001Hu00002vQCICIA4,No,8.0,Increase,72,Andrea Duke,82,6/15/23,5,Email,8.0,10794.65876,Residential,10822,Premier,43.9293
001Hu00002vQCICIA4,No,22.0,Decrease,80,Mark Martin,72,6/15/23,5,Web,3.0,28153.51043,Residential,26142,Mass Market,82.957853
001Hu00002vQCICIA4,Yes,84.0,Decrease,88,Karen Gonzalez,143,6/15/23,5,Print Ad,2.0,14240.57189,Residential,12927,Mass Market,28.960521
001Hu00002vQCICIA4,No,63.0,Increase,75,Steven Burns,145,6/15/23,5,Phone Call,2.0,7879.216381,Residential,7880,Mass Market,8.425112
001Hu00002vQCICIA4,Yes,72.0,Increase,98,Mariah Brown,132,6/15/23,5,Print Ad,10.0,10142.14367,Residential,10939,Plus,42.812494
001Hu00002vQCICIA4,No,17.0,Increase,99,Amber Martinez,2,6/15/23,5,Email,5.0,14144.05613,Residential,16068,Mass Market,90.35221
001Hu00002vQCICIA4,No,79.0,Increase,74,Joseph Baker,140,6/15/23,5,Phone Call,10.0,19292.54758,Residential,19931,Mass Market,50.367809
001Hu00002vQCICIA4,No,50.0,Decrease,99,Allen Adams,133,6/15/23,5,Web,7.0,42315.13949,Residential,40331,Mass Market,89.746213
001Hu00002vQCICIA4,Yes,77.0,Decrease,78,Teresa White PhD,37,6/15/23,5,Web,2.0,48765.76479,Residential,44323,Plus,64.108358
001Hu00002vQCICIA4,Yes,34.0,Decrease,75,James Holt,87,6/15/23,5,Email,1.0,14459.01758,Residential,14112,Mass Market,67.499652
001Hu00002vQCICIA4,No,66.0,Decrease,67,Nicole Wood,154,6/15/23,5,Phone Call,9.0,7280.050493,Residential,6462,Mass Market,5.628107
001Hu00002vQCICIA4,No,22.0,Decrease,80,Sarah Chen,142,6/15/23,5,Email,5.0,52783.05544,Residential,49975,Premier,42.664362
001Hu00002vQCICIA4,No,28.0,Decrease,80,Teresa Rogers,169,6/15/23,5,Walk-In,7.0,44012.69449,Residential,43524,Mass Market,80.466711
001Hu00002vQCICIA4,Yes,13.0,Increase,64,Fernando Novak,8,6/15/23,5,Walk-In,9.0,29558.31374,Residential,34459,Premier,52.347619
001Hu00002vQCICIA4,No,85.0,Increase,65,Mark Wood,47,6/15/23,5,Email,9.0,18144.17223,Residential,20735,Mass Market,31.904555
001Hu00002vQCICIA4,Yes,,Increase,81,Victoria Wright,117,6/15/23,5,Web,,18048.4764,Residential,18549,Premier,56.119838
001Hu00002vQCICIA4,Yes,73.0,Increase,89,Dorothy Davis,32,6/15/23,5,Email,4.0,29913.41476,Residential,30031,Premier,60.170353
001Hu00002vQCICIA4,No,88.0,Increase,90,Melissa Reyes,91,6/15/23,5,Print Ad,1.0,29122.67272,Residential,30020,Mass Market,43.623497
001Hu00002vQCICIA4,Yes,8.0,Increase,66,Allen Allen,138,6/15/23,5,Print Ad,10.0,6401.463761,Residential,7427,Mass Market,17.295972
001Hu00002vQCICIA4,Yes,64.0,Increase,76,James Berger,176,6/15/23,5,Web,5.0,20340.79521,Residential,23470,Plus,1.467948
001Hu00002vQCICIA4,No,13.0,Decrease,75,Stephanie Wang,24,6/15/23,5,Email,,20748.60967,Residential,19500,Premier,53.220077
001Hu00002vQCICIA4,Yes,96.0,Decrease,66,Cody Mckay,119,6/15/23,5,Print Ad,7.0,21654.2369,Residential,21292,Plus,83.585717
001Hu00002vQCICIA4,No,73.0,Increase,61,Veronica Obrien,71,6/15/23,5,Web,4.0,10991.67999,Residential,12157,Premier,44.10604
001Hu00002vQCICIA4,Yes,100.0,Decrease,81,Robert Hall,173,6/15/23,5,Walk-In,9.0,31965.19624,Residential,28217,Plus,33.987621
001Hu00002vQCICIA4,Yes,61.0,Decrease,85,Patrick Oconnor,22,6/15/23,5,Web,10.0,36719.77783,Residential,34127,Mass Market,51.6019
001Hu00002vQCICIA4,No,36.0,Increase,74,Darren Patrick,53,6/15/23,5,Email,10.0,28748.54076,Residential,28922,Plus,79.962556
001Hu00002vQCICIA4,Yes,9.0,Decrease,67,Donna Rodriguez,45,6/15/23,4,Print Ad,5.0,3611.19792,Loans,48000,Premier,64.713134
001Hu00002vQCICIA4,Yes,44.0,Decrease,75,Victoria Peterson,156,6/15/23,5,Web,6.0,45841.66212,Loans,42683,Mass Market,99.408572
001Hu00002vQCICIA4,Yes,69.0,Increase,79,Frank Turner,142,6/15/23,5,Web,6.0,28972.95197,Loans,29714,Premier,37.227777
001Hu00002vQCICIA4,No,7.0,Decrease,94,Linda Espinoza,142,6/15/23,5,Walk-In,2.0,17765.75557,Loans,17041,Mass Market,75.302317
001Hu00002vQCICIA4,Yes,80.0,Increase,84,Ryan Palmer,79,6/15/23,5,Email,4.0,33697.08245,Loans,38370,Plus,7.573449
001Hu00002vQCICIA4,No,98.0,Decrease,96,Jerry Ortega,129,6/15/23,5,Email,4.0,21467.10483,Loans,42000,Mass Market,6.086174
001Hu00002vQCICIA4,Yes,87.0,Increase,82,Barbara Ferguson,158,6/15/23,5,Walk-In,2.0,15130.58861,Loans,15596,Mass Market,97.745
001Hu00002vQCICIA4,No,1.0,Increase,68,Sean Francis,116,6/15/23,5,Web,4.0,9250.654108,Loans,10291,Premier,0.491418
001Hu00002vQCICIA4,No,31.0,Increase,69,Erin Anderson,52,6/15/23,5,Phone Call,7.0,4407.134178,Loans,5098,Plus,48.258966
001Hu00002vQCICIA4,Yes,81.0,Decrease,61,Jeffery Guzman,82,6/15/23,5,Phone Call,5.0,21218.74941,Loans,20766,Mass Market,21.497601
001Hu00002vQCICIA4,No,69.0,Decrease,98,Tyler Osborne,41,6/15/23,5,Phone Call,1.0,13364.80524,Loans,18000,Mass Market,10.176781
001Hu00002vQCICIA4,No,89.0,Increase,83,Tammy Rowe,103,6/15/23,5,Web,5.0,19835.18138,Loans,22315,Mass Market,76.337942
001Hu00002vQCICIA4,Yes,89.0,Increase,90,Meghan Rush,44,6/15/23,5,Email,5.0,13070.26539,Loans,13369,Premier,49.770197
001Hu00002vQCICIA4,Yes,64.0,Decrease,74,Donna Wilson,9,6/15/23,5,Print Ad,4.0,22327.88926,Loans,19554,Premier,26.591531
001Hu00002vQCICIA4,Yes,95.0,Increase,75,Ariel Doyle,8,6/15/23,5,Print Ad,5.0,10464.94422,Loans,10834,Plus,44.837112
001Hu00002vQCICIA4,No,93.0,Decrease,92,Lisa Bryant,120,6/15/23,5,Walk-In,,6446.610959,Loans,7520,Plus,18.481922
001Hu00002vQCICIA4,No,89.0,Increase,62,Anthony Marshall,16,6/15/23,5,Email,7.0,25049.31866,Loans,26903,Plus,2.163647
001Hu00002vQCICIA4,Yes,14.0,Increase,65,Sean Bryant,76,6/15/23,5,Phone Call,7.0,38032.5472,Loans,54000,Mass Market,60.706223
001Hu00002vQCICIA4,No,47.0,Decrease,76,Peter Brown,150,6/15/23,5,Phone Call,2.0,11611.32417,Loans,10170,Plus,53.220504
001Hu00002vQCICIA4,Yes,21.0,Increase,96,Heather Anderson,154,6/15/23,5,Web,7.0,12516.97378,Loans,13485,Premier,67.291951
001Hu00002vQCICIA4,Yes,98.0,Decrease,71,Anthony Frank,67,6/15/23,5,Web,5.0,5622.924005,Loans,5129,Plus,27.298877
001Hu00002vQCICIA4,No,44.0,Increase,93,Jon Beasley,41,6/15/23,5,Phone Call,4.0,12539.76533,Loans,14302,Premier,8.94403
001Hu00002vQCICIA4,No,25.0,Increase,88,Jill Williams,130,6/15/23,5,Print Ad,4.0,23083.49081,Loans,24260,Mass Market,18.072066
001Hu00002vQCICIA4,No,43.0,Increase,74,Steven Wheeler,134,6/15/23,5,Phone Call,2.0,20601.04014,Loans,22351,Plus,77.654904
001Hu00002vQCICIA4,Yes,79.0,Increase,61,Veronica Cooper,2,6/15/23,5,Phone Call,8.0,15507.41282,Loans,17025,Mass Market,28.367443
001Hu00002vQCICIA4,No,91.0,Decrease,88,Paula Thomas,28,6/15/23,5,Web,4.0,7764.49145,Loans,13000,Mass Market,23.602369
001Hu00002vQCICIA4,No,68.0,Decrease,87,Jamie Parrish,175,6/15/23,5,Phone Call,6.0,32004.80184,Loans,30095,Mass Market,51.793547
001Hu00002vQCICIA4,Yes,68.0,Increase,81,Paul Murphy,161,6/15/23,5,Email,9.0,40279.0962,Loans,43536,Plus,49.761482
001Hu00002vQCICIA4,Yes,48.0,Decrease,66,Jackson Bell,68,6/15/23,5,Print Ad,7.0,51416.67851,Loans,48404,Premier,80.505078
001Hu00002vQCICIA4,No,33.0,Increase,80,Matthew Smith,10,6/15/23,5,Phone Call,6.0,39669.03177,Loans,41810,Premier,97.962268
