ACCOUNT_ID,CURRENT_BALANCE,CUSTOMER_NAME,CUSTOMER_TIER,DAYS_SINCE_LAST_INTERACTION,LIFETIMEVALUE,LIKELIHOOD_TO_BUY,OPPAMOUNT,OPPTYPE,PROBABILITY,PRODUCT,SERVICE
001Hu00002vQCICIA4,,John Rodriguez,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,John Rodriguez,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,78101.03,John Rodriguez,Mass Market,1. <30,,1. High,7810.1,Business,90.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,73390.64,John Rodriguez,Premium,1. <30,,1. High,7339.06,Investments,65.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,43971.93,Michael Garcia,Mass Market,3. 61-90,,1. High,4397.19,Relationship Banking,46.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,40145.31,Michael Garcia,Premium,3. 61-90,,1. High,4014.53,Lending,86.0,Loans,Deposit Growth
001Hu00002vQCICIA4,39474.72,Michael Garcia,Plus,3. 61-90,,1. High,3947.47,Residential,47.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Isabella Smith,,4. 90+,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Isabella Smith,,4. 90+,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,47506.69,Isabella Smith,Mass Market,4. 90+,,1. High,4750.67,Lending,99.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Isabella Smith,,4. 90+,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Isabella Smith,,4. 90+,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Isabella Smith,,4. 90+,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Isabella Smith,,4. 90+,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Andrew Miller,,2. 31-60,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Andrew Miller,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,92289.48,Andrew Miller,Plus,2. 31-60,,1. High,9228.95,Lending,86.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Andrew Miller,,2. 31-60,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Miller,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Andrew Miller,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,51125.99,Andrew Miller,Mass Market,2. 31-60,,1. High,5112.6,Investments,86.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Daniel Smith,,4. 90+,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Daniel Smith,,4. 90+,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,90379.94,Daniel Smith,Mass Market,4. 90+,,3. Low,9037.99,Lending,43.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Daniel Smith,,4. 90+,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Daniel Smith,,4. 90+,,3. Low,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Daniel Smith,,4. 90+,,3. Low,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Daniel Smith,,4. 90+,,3. Low,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,35200.94,Christopher Jones,Premium,1. <30,,3. Low,3520.09,Lending,44.0,Loans,Deposit Growth
001Hu00002vQCICIA4,9209.9,Christopher Jones,Mass Market,1. <30,,3. Low,920.99,Lending,49.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,7893.86,Sarah Garcia,Plus,2. 31-60,,1. High,789.39,Relationship Banking,75.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,5736.11,Sarah Garcia,Plus,2. 31-60,,1. High,573.61,Lending,48.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,39785.33,Sarah Garcia,Mass Market,2. 31-60,,1. High,3978.53,Relationship Banking,83.0,Savings,Deposit Growth
001Hu00002vQCICIA4,46706.13,Sarah Garcia,Plus,2. 31-60,,1. High,4670.61,Relationship Banking,67.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Emily Davis,,1. <30,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Emily Davis,,1. <30,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,91552.15,Emily Davis,Plus,1. <30,,3. Low,9155.22,Lending,45.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Emily Davis,,1. <30,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,34158.43,Emily Davis,Mass Market,1. <30,,3. Low,3415.84,Relationship Banking,43.0,Savings,Deposit Growth
001Hu00002vQCICIA4,82843.53,Emily Davis,Plus,1. <30,,3. Low,8284.35,Business,55.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,95524.19,Emily Davis,Plus,1. <30,,3. Low,9552.42,Investments,51.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Michael Miller,,3. 61-90,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Miller,,3. 61-90,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,64571.24,Michael Miller,Premium,3. 61-90,,3. Low,6457.12,Lending,45.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Michael Miller,,3. 61-90,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Miller,,3. 61-90,,3. Low,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Miller,,3. 61-90,,3. Low,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Miller,,3. 61-90,,3. Low,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,35200.94,Christopher Jones,Premium,1. <30,,3. Low,3520.09,Lending,44.0,Loans,Deposit Growth
001Hu00002vQCICIA4,9209.9,Christopher Jones,Mass Market,1. <30,,3. Low,920.99,Lending,49.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Christopher Jones,,1. <30,,3. Low,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,88770.12,Andrew Smith,Premium,1. <30,,2. Medium,8877.01,Lending,42.0,Loans,Deposit Growth
001Hu00002vQCICIA4,2208.8,Andrew Smith,Mass Market,1. <30,,2. Medium,220.88,Lending,63.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,79859.0,Andrew Smith,Premium,1. <30,,2. Medium,7985.9,Business,40.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,35238.4,Andrew Smith,Mass Market,1. <30,,2. Medium,3523.84,Business,55.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Matthew Davis,,2. 31-60,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Matthew Davis,,2. 31-60,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,14373.13,Matthew Davis,Plus,2. 31-60,,3. Low,1437.31,Lending,43.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Matthew Davis,,2. 31-60,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Matthew Davis,,2. 31-60,,3. Low,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Matthew Davis,,2. 31-60,,3. Low,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Matthew Davis,,2. 31-60,,3. Low,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Daniel Davis,,3. 61-90,,2. Medium,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Daniel Davis,,3. 61-90,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,42374.61,Daniel Davis,Plus,3. 61-90,,2. Medium,4237.46,Lending,51.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Daniel Davis,,3. 61-90,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Daniel Davis,,3. 61-90,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,18241.59,Daniel Davis,Plus,3. 61-90,,2. Medium,1824.16,Business,69.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Daniel Davis,,3. 61-90,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Sophia Jones,,4. 90+,,3. Low,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Sophia Jones,,4. 90+,,3. Low,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,91417.69,Sophia Jones,Plus,4. 90+,,3. Low,9141.77,Lending,46.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Sophia Jones,,4. 90+,,3. Low,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Sophia Jones,,4. 90+,,3. Low,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Sophia Jones,,4. 90+,,3. Low,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Sophia Jones,,4. 90+,,3. Low,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,40098.76,John Martinez,Plus,1. <30,,1. High,4009.88,Lending,54.0,Loans,Deposit Growth
001Hu00002vQCICIA4,10115.62,John Martinez,Plus,1. <30,,1. High,1011.56,Residential,83.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,Premium,1. <30,,1. High,1323.62,Relationship Banking,51.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,62226.43,David Smith,Plus,1. <30,,2. Medium,6222.64,Relationship Banking,72.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,91751.36,David Smith,Mass Market,1. <30,,2. Medium,9175.14,Lending,73.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,26128.97,David Smith,Premium,1. <30,,2. Medium,2612.9,Investments,53.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Michael Johnson,,1. <30,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Johnson,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,46166.11,Michael Johnson,Plus,1. <30,,1. High,4616.61,Lending,68.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Michael Johnson,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Johnson,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Johnson,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,51136.26,Michael Johnson,Premium,1. <30,,1. High,5113.63,Investments,80.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,47520.94,Michael Johnson,Mass Market,1. <30,,1. High,4752.09,Investments,49.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,23370.74,Daniel Garcia,Premium,2. 31-60,,1. High,2337.07,Relationship Banking,66.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Daniel Garcia,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,47952.31,Daniel Garcia,Mass Market,2. 31-60,,1. High,4795.23,Lending,66.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Daniel Garcia,,2. 31-60,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,61334.95,Daniel Garcia,Premium,2. 31-60,,1. High,6133.5,Relationship Banking,94.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Daniel Garcia,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,14065.4,Daniel Garcia,Premium,2. 31-60,,1. High,1406.54,Investments,66.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Christopher Williams,,1. <30,,2. Medium,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Christopher Williams,,1. <30,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,19549.99,Christopher Williams,Plus,1. <30,,2. Medium,1955.0,Lending,72.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Christopher Williams,,1. <30,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Christopher Williams,,1. <30,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Christopher Williams,,1. <30,,2. Medium,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Christopher Williams,,1. <30,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,Mass Market,1. <30,,1. High,3940.54,Relationship Banking,62.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,40371.89,Michael Rodriguez,Plus,1. <30,,1. High,4037.19,Lending,97.0,Loans,Deposit Growth
001Hu00002vQCICIA4,63236.63,Michael Rodriguez,Premium,1. <30,,1. High,6323.66,Lending,74.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,86724.56,Michael Brown,Mass Market,2. 31-60,,2. Medium,8672.46,Relationship Banking,75.0,Checking,Deposit Growth
001Hu00002vQCICIA4,70168.64,Michael Brown,Premium,2. 31-60,,2. Medium,7016.86,Relationship Banking,70.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,89259.14,Michael Brown,Premium,2. 31-60,,2. Medium,8925.91,Lending,73.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,77106.5,Michael Brown,Mass Market,2. 31-60,,2. Medium,7710.65,Relationship Banking,61.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,88770.12,Andrew Smith,Premium,1. <30,,2. Medium,8877.01,Lending,42.0,Loans,Deposit Growth
001Hu00002vQCICIA4,2208.8,Andrew Smith,Mass Market,1. <30,,2. Medium,220.88,Lending,63.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,79859.0,Andrew Smith,Premium,1. <30,,2. Medium,7985.9,Business,40.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,35238.4,Andrew Smith,Mass Market,1. <30,,2. Medium,3523.84,Business,55.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Andrew Smith,,1. <30,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Emily Smith,,1. <30,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Emily Smith,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,7100.81,Emily Smith,Premium,1. <30,,1. High,710.08,Lending,60.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Emily Smith,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Emily Smith,Mass Market,1. <30,,1. High,8673.91,Relationship Banking,92.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Emily Smith,Mass Market,1. <30,,1. High,2277.15,Relationship Banking,50.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Emily Smith,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,95386.54,Emily Smith,Mass Market,1. <30,,1. High,9538.65,Investments,53.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,36283.52,John Smith,Plus,2. 31-60,,1. High,3628.35,Relationship Banking,71.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,John Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,43345.19,John Smith,Premium,2. 31-60,,1. High,4334.52,Lending,67.0,Loans,Deposit Growth
001Hu00002vQCICIA4,32268.01,John Smith,Premium,2. 31-60,,1. High,3226.8,Residential,75.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,11603.17,John Smith,Plus,2. 31-60,,1. High,1160.32,Residential,60.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,97588.41,John Smith,Premium,2. 31-60,,1. High,9758.84,Relationship Banking,48.0,Savings,Deposit Growth
001Hu00002vQCICIA4,82450.15,John Smith,Mass Market,2. 31-60,,1. High,8245.02,Business,73.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,John Smith,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,40098.76,John Martinez,Plus,1. <30,,1. High,4009.88,Lending,54.0,Loans,Deposit Growth
001Hu00002vQCICIA4,10115.62,John Martinez,Plus,1. <30,,1. High,1011.56,Residential,83.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,Premium,1. <30,,1. High,1323.62,Relationship Banking,51.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,John Martinez,,1. <30,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Isabella Rodriguez,,2. 31-60,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,Isabella Rodriguez,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Isabella Rodriguez,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,57801.14,Isabella Rodriguez,Mass Market,2. 31-60,,1. High,5780.11,Residential,85.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Isabella Rodriguez,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,46193.64,Isabella Rodriguez,Premium,2. 31-60,,1. High,4619.36,Business,72.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Isabella Rodriguez,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,Mass Market,1. <30,,1. High,4658.28,Relationship Banking,97.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,96512.77,Andrew Jones,Mass Market,1. <30,,1. High,9651.28,Residential,76.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,20319.21,Andrew Jones,Mass Market,1. <30,,1. High,2031.92,Investments,79.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,David Martinez,,1. <30,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,2790.64,David Martinez,Premium,1. <30,,1. High,279.06,Lending,45.0,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,David Martinez,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,16638.25,David Martinez,Premium,1. <30,,1. High,1663.83,Residential,91.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,David Martinez,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,David Martinez,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,52838.89,David Martinez,Mass Market,1. <30,,1. High,5283.89,Investments,48.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,24804.61,David Martinez,Premium,1. <30,,1. High,2480.46,Investments,68.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,36283.52,John Smith,Plus,2. 31-60,,1. High,3628.35,Relationship Banking,71.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,John Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,43345.19,John Smith,Premium,2. 31-60,,1. High,4334.52,Lending,67.0,Loans,Deposit Growth
001Hu00002vQCICIA4,32268.01,John Smith,Premium,2. 31-60,,1. High,3226.8,Residential,75.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,11603.17,John Smith,Plus,2. 31-60,,1. High,1160.32,Residential,60.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,97588.41,John Smith,Premium,2. 31-60,,1. High,9758.84,Relationship Banking,48.0,Savings,Deposit Growth
001Hu00002vQCICIA4,82450.15,John Smith,Mass Market,2. 31-60,,1. High,8245.02,Business,73.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,John Smith,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,8658.03,Michael Smith,Premium,2. 31-60,,1. High,865.8,Relationship Banking,55.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,75511.94,Michael Smith,Plus,2. 31-60,,1. High,7551.19,Residential,98.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,24722.44,Michael Smith,Premium,2. 31-60,,1. High,2472.24,Investments,44.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,82901.44,Olivia Smith,Premium,2. 31-60,,1. High,8290.14,Relationship Banking,42.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,33113.12,Olivia Smith,Mass Market,2. 31-60,,1. High,3311.31,Residential,75.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,74946.75,Olivia Smith,Mass Market,2. 31-60,,1. High,7494.68,Investments,55.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,John Miller,,2. 31-60,,1. High,,,,Checking,Deposit Growth
001Hu00002vQCICIA4,,John Miller,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,John Miller,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,15207.72,John Miller,Premium,2. 31-60,,1. High,1520.77,Residential,95.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,John Miller,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,John Miller,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,61426.59,John Miller,Plus,2. 31-60,,1. High,6142.66,Investments,76.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Daniel Miller,Plus,1. <30,,1. High,8433.0,Relationship Banking,85.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Daniel Miller,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Daniel Miller,,1. <30,,1. High,,,,Loans,Deposit Growth
